Rank,Name,Title,Vocation,World,Level,Points,Category
898,Heart Attacks,Savant of Tibia,Master Sorcerer,Monstera,206,"6,439",Loyalty Points
898,Vai Debochando,Savant of Tibia,Elite Knight,Collabra,172,"6,439",Loyalty Points
902,Alalu Alavis Hur,Savant of Tibia,Sorcerer,Descubra,47,"6,438",Loyalty Points
902,Lady Meredith,Savant of Tibia,Royal Paladin,Bona,755,"6,438",Loyalty Points
904,Guimba Bruto,Savant of Tibia,Master Sorcerer,Serdebra,1516,"6,437",Loyalty Points
904,Little Poliewop,Savant of Tibia,Sorcerer,Lobera,8,"6,437",Loyalty Points
906,Daniel Rhya,Savant of Tibia,Knight,Gladera,334,"6,436",Loyalty Points
906,Rewill,Savant of Tibia,Elite Knight,Wintera,882,"6,436",Loyalty Points
908,Joker Poker,Savant of Tibia,Royal Paladin,Premia,748,"6,435",Loyalty Points
908,Mito Xargon,Savant of Tibia,Knight,Xyla,8,"6,435",Loyalty Points
908,Skirmin,Savant of Tibia,Elite Knight,Ustebra,848,"6,435",Loyalty Points
908,Zidex Duroya,Savant of Tibia,Elite Knight,Lobera,458,"6,435",Loyalty Points
912,Tanisbror,Savant of Tibia,Royal Paladin,Peloria,1317,"6,431",Loyalty Points
913,Sorciego Maldito,Savant of Tibia,Sorcerer,Unebra,23,"6,430",Loyalty Points
914,Diogo,Savant of Tibia,Royal Paladin,Secura,302,"6,429",Loyalty Points
915,Axy,Savant of Tibia,Elder Druid,Yonabra,1380,"6,428",Loyalty Points
915,Kones,Savant of Tibia,Elite Knight,Astera,114,"6,428",Loyalty Points
915,Lemyth The Archer,Savant of Tibia,Royal Paladin,Terribra,786,"6,428",Loyalty Points
915,Segomaros Dranar,Savant of Tibia,Elder Druid,Peloria,403,"6,428",Loyalty Points
919,Rorsschach,Savant of Tibia,Elite Knight,Solidera,128,"6,427",Loyalty Points
920,Aurea Lee,Savant of Tibia,Knight,Nefera,400,"6,425",Loyalty Points
921,General Madness,Savant of Tibia,Royal Paladin,Nefera,1527,"6,424",Loyalty Points
922,Larodar,Savant of Tibia,Elder Druid,Secura,781,"6,423",Loyalty Points
922,Panth Lonki,Savant of Tibia,Elite Knight,Refugia,311,"6,423",Loyalty Points
922,Saintino,Savant of Tibia,Elder Druid,Lobera,754,"6,423",Loyalty Points
922,Sir Kiksiu,Savant of Tibia,Royal Paladin,Premia,967,"6,423",Loyalty Points
926,Lady Siska,Savant of Tibia,Elder Druid,Monza,245,"6,422",Loyalty Points
926,Vevive,Savant of Tibia,Elder Druid,Refugia,479,"6,422",Loyalty Points
928,Renato Winchester,Savant of Tibia,Elite Knight,Kalibra,1193,"6,421",Loyalty Points
929,Emperror Akuz,Savant of Tibia,Master Sorcerer,Wintera,1162,"6,420",Loyalty Points
930,Cokito Mclovin,Savant of Tibia,Elder Druid,Kalibra,1099,"6,419",Loyalty Points
931,Spaik Invasor,Savant of Tibia,Druid,Solidera,15,"6,418",Loyalty Points
932,Mess Enger,Savant of Tibia,Master Sorcerer,Monza,105,"6,416",Loyalty Points
933,Mythik Mike,Savant of Tibia,Elite Knight,Kalimera,577,"6,415",Loyalty Points
934,Ma Ri Nhoo,Savant of Tibia,Elite Knight,Yonabra,2008,"6,413",Loyalty Points
934,Tengil,Savant of Tibia,Master Sorcerer,Secura,1315,"6,413",Loyalty Points
936,Toshiii,Savant of Tibia,Master Sorcerer,Gentebra,1810,"6,409",Loyalty Points
937,Belivax,Savant of Tibia,Elder Druid,Lobera,961,"6,408",Loyalty Points
938,Geenus,Savant of Tibia,Elder Druid,Astera,167,"6,407",Loyalty Points
938,Malicie,Savant of Tibia,Elite Knight,Havera,1355,"6,407",Loyalty Points
940,Bocho Vandera,Savant of Tibia,Knight,Xymera,26,"6,404",Loyalty Points
941,Scerlina,Savant of Tibia,Elite Knight,Thyria,479,"6,403",Loyalty Points
942,Maka Paladyn,Savant of Tibia,Royal Paladin,Pacera,341,"6,402",Loyalty Points
942,Markelito,Savant of Tibia,Elite Knight,Celesta,1650,"6,402",Loyalty Points
944,Crii Tic,Savant of Tibia,Master Sorcerer,Monza,1900,"6,401",Loyalty Points
945,Bieek,Savant of Tibia,Royal Paladin,Belobra,852,"6,400",Loyalty Points
945,Dolphin on Nefera,Savant of Tibia,Druid,Nefera,252,"6,400",Loyalty Points
945,Humpedibump,Savant of Tibia,None,Zuna,4,"6,400",Loyalty Points
945,Nykia,Savant of Tibia,Royal Paladin,Issobra,530,"6,400",Loyalty Points
945,Ratasek,Savant of Tibia,Royal Paladin,Refugia,229,"6,400",Loyalty Points
950,Alucinarco,Savant of Tibia,Elder Druid,Inabra,231,"6,399",Loyalty Points
951,Zwei Shouja,Savant of Tibia,Elite Knight,Calmera,183,"6,398",Loyalty Points
952,Avzkor,Savant of Tibia,Master Sorcerer,Monstera,554,"6,397",Loyalty Points
953,Staubfinger,Savant of Tibia,Royal Paladin,Monza,257,"6,396",Loyalty Points
954,Dzwoni Daro,Savant of Tibia,Elder Druid,Monza,2052,"6,395",Loyalty Points
955,Carathor Coles,Savant of Tibia,Elite Knight,Gentebra,350,"6,394",Loyalty Points
956,Scrumdiliumpious,Savant of Tibia,Royal Paladin,Calmera,389,"6,392",Loyalty Points
957,Zasai,Savant of Tibia,Elite Knight,Secura,608,"6,390",Loyalty Points
958,David Monster,Savant of Tibia,Royal Paladin,Thyria,1158,"6,389",Loyalty Points
958,Piotur,Savant of Tibia,Elite Knight,Secura,936,"6,389",Loyalty Points
960,Lacerator,Savant of Tibia,Elite Knight,Inabra,1348,"6,387",Loyalty Points
961,Dumon Von'terryer,Savant of Tibia,Master Sorcerer,Talera,1127,"6,386",Loyalty Points
962,Duke Dan,Savant of Tibia,Master Sorcerer,Collabra,1219,"6,384",Loyalty Points
962,Filha da Haph,Savant of Tibia,Druid,Calmera,8,"6,384",Loyalty Points
964,Ania palladinka,Savant of Tibia,Royal Paladin,Havera,232,"6,383",Loyalty Points
964,Prestiigio From Heaven,Savant of Tibia,Knight,Bona,21,"6,383",Loyalty Points
966,Awf,Savant of Tibia,Elite Knight,Secura,1434,"6,381",Loyalty Points
966,Moldoz,Savant of Tibia,Elder Druid,Antica,713,"6,381",Loyalty Points
966,Tsunami Apopo,Savant of Tibia,Elite Knight,Pacera,626,"6,381",Loyalty Points
969,Lakohutt,Savant of Tibia,Master Sorcerer,Calmera,915,"6,377",Loyalty Points
970,Top Dispancer,Savant of Tibia,Master Sorcerer,Peloria,618,"6,376",Loyalty Points
971,Alpha Charly,Savant of Tibia,Royal Paladin,Gentebra,2039,"6,375",Loyalty Points
971,Guerriller Carrasclet,Savant of Tibia,Master Sorcerer,Vunira,231,"6,375",Loyalty Points
973,Gorak,Savant of Tibia,Royal Paladin,Refugia,321,"6,374",Loyalty Points
973,Orzel,Savant of Tibia,Elder Druid,Secura,477,"6,374",Loyalty Points
973,Zoxerr,Savant of Tibia,Royal Paladin,Vunira,1293,"6,374",Loyalty Points
976,Milkania,Savant of Tibia,Royal Paladin,Antica,264,"6,373",Loyalty Points
977,Ninja Helmut,Savant of Tibia,Druid,Dia,8,"6,371",Loyalty Points
978,Lord Overtid,Savant of Tibia,Royal Paladin,Celesta,519,"6,369",Loyalty Points
978,Vivie,Savant of Tibia,Royal Paladin,Astera,323,"6,369",Loyalty Points
980,Galak Stoxaforie,Savant of Tibia,Elder Druid,Talera,457,"6,367",Loyalty Points
980,Sarphia,Savant of Tibia,Royal Paladin,Celebra,666,"6,367",Loyalty Points
982,Charkspe Kimus,Savant of Tibia,Knight,Eclipta,2,"6,366",Loyalty Points
982,Harz vier Kepp,Savant of Tibia,Master Sorcerer,Premia,70,"6,366",Loyalty Points
984,Celtorxi,Savant of Tibia,Knight,Harmonia,8,"6,365",Loyalty Points
985,Bellha,Savant of Tibia,Royal Paladin,Antica,307,"6,363",Loyalty Points
986,Bondan poll,Savant of Tibia,Elder Druid,Lobera,378,"6,362",Loyalty Points
987,Brock Davish,Savant of Tibia,Druid,Peloria,123,"6,360",Loyalty Points
987,Susi the Beast,Savant of Tibia,Elite Knight,Secura,350,"6,360",Loyalty Points
989,Kyaso,Savant of Tibia,Elite Knight,Calmera,925,"6,359",Loyalty Points
989,Luszckyn,Savant of Tibia,Master Sorcerer,Celebra,1418,"6,359",Loyalty Points
989,Tulio Barao,Savant of Tibia,Elite Knight,Collabra,1964,"6,359",Loyalty Points
992,Dora Beoni,Savant of Tibia,Elite Knight,Belobra,382,"6,358",Loyalty Points
992,Lazerflip,Savant of Tibia,Master Sorcerer,Havera,360,"6,358",Loyalty Points
992,Shantty,Savant of Tibia,Druid,Solidera,783,"6,358",Loyalty Points
995,Awira,Savant of Tibia,Royal Paladin,Secura,369,"6,357",Loyalty Points
995,Darkbrancio,Savant of Tibia,Royal Paladin,Lobera,650,"6,357",Loyalty Points
995,Gruksa,Savant of Tibia,Elite Knight,Bona,416,"6,357",Loyalty Points
998,Kal Night,Savant of Tibia,Elite Knight,Serdebra,880,"6,356",Loyalty Points
999,Amiga da Vida,Savant of Tibia,Paladin,Celebra,246,"6,354",Loyalty Points
999,Thesheik,Savant of Tibia,Elite Knight,Astera,1880,"6,354",Loyalty Points
