,name,vocation,level,world,experience,world_type,ingestion_time,ingestion_date,source_system,batch_id
73353,Nah Uel,elder druid,1098,honbra,21948553812,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73354,Naphear Lovebank,royal paladin,1127,honbra,23745869296,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73355,Ndetarovasz,elder druid,2232,honbra,184971830402,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73356,Neitan Hattrick,elder druid,1308,honbra,37151320339,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73357,Nelore Opalla,royal paladin,1342,honbra,40116910972,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73358,Nobrezee,exalted monk,612,honbra,3788357944,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73359,Nylek Monk Laele,exalted monk,359,honbra,763701005,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73360,Ocueistore Landbombinha,elder druid,995,honbra,16354855764,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73361,Odun,exalted monk,529,honbra,2442747336,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73362,Ofthe King Thepower,exalted monk,532,honbra,2495012366,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73363,One True Ragnar,master sorcerer,1202,honbra,28822495816,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73364,Opai Knight,elite knight,1059,honbra,19704901784,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73365,Pai Do Meufilhu,royal paladin,1368,honbra,42555270852,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73366,Pally Taum,royal paladin,1537,honbra,60376619184,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73367,Paro Thorous,exalted monk,704,honbra,5780660022,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73368,Patrine,master sorcerer,942,honbra,13870548672,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73369,Paulin Meioprofit,elder druid,1257,honbra,32972852142,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73370,Pedrin Todeferias,elder druid,1051,honbra,19264042134,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73371,Pepi Nex,royal paladin,1146,honbra,24961715500,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73372,Praguinha Cueistorebomb,elder druid,1189,honbra,27885347480,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73373,Pylulito,elite knight,1128,honbra,23825761636,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73374,Ranyer Castelane,master sorcerer,1182,honbra,27422677604,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73375,Ricardo Antigolpee,master sorcerer,1393,honbra,44880330571,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73376,Rooker Onbra,none,61,honbra,3473434,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73377,Rydder Maromba,elite knight,1102,honbra,22222141027,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73378,Ryoiki Tenkaii,exalted monk,373,honbra,853039840,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73379,Sbte Todeferias,royal paladin,1167,honbra,26355475318,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73380,Seithlyn,elite knight,1080,honbra,20933862189,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73381,Senhor Trezentos,none,74,honbra,6327806,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73382,Skoolls,elite knight,1869,honbra,108584467077,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73383,Skyllaw,elite knight,1098,honbra,21968000267,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73384,So No Jab,exalted monk,570,honbra,3058780604,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73385,Sorin Spartano,elder druid,1300,honbra,36505077578,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73386,Sou za,exalted monk,732,honbra,6495259777,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73387,Souza Pvpfull,exalted monk,372,honbra,844891657,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73388,Sver Palanox,royal paladin,1443,honbra,49891655779,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73389,Taffa,exalted monk,655,honbra,4642576637,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73390,Tal Key,royal paladin,1313,honbra,37562835907,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73391,Tallaw,royal paladin,1216,honbra,29840521902,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73392,Tathata Nirrti,royal paladin,1111,honbra,22737021151,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73393,Teteu Endividado,master sorcerer,1656,honbra,75445532416,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73394,The Ultimate Slayer,elite knight,1516,honbra,57863884573,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73395,Thee Hugod,elite knight,1207,honbra,29198756590,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73396,Thiago Camisadez,elder druid,1685,honbra,79472133790,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73397,Thor Fin Camisadez,master sorcerer,1813,honbra,99016645208,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73398,Tiio John,elder druid,1565,honbra,63733756826,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73399,Tivaa,royal paladin,1151,honbra,25332155035,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73400,Trappp Bonebreaker,master sorcerer,1214,honbra,29712378095,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73401,Trixzinos,elite knight,1177,honbra,27052403901,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73402,Truesight,royal paladin,1329,honbra,38970234173,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73403,Tsuna Dragneel,royal paladin,1218,honbra,30035204874,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73404,Unstoppable Mozar,master sorcerer,1784,honbra,94339180829,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73405,Valdir Podeir,elite knight,1254,honbra,32743593245,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73406,Vigorus,exalted monk,442,honbra,1421093760,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73407,Vinizinho Eo Brabo,royal paladin,1288,honbra,35500179195,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73408,Vitemo Cachorro Loko,elder druid,1283,honbra,35108828506,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73409,Vivot Fazendeiro,elder druid,1003,honbra,16755620261,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73410,Voraxis,exalted monk,563,honbra,2950391775,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73411,Whatever It Takes,royal paladin,1268,honbra,33822869245,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73412,Willzovisc Danadinho,royal paladin,1337,honbra,39705041129,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73413,Yash Lee,exalted monk,390,honbra,973951286,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73414,Zapao Kingkong,elder druid,1011,honbra,17158814983,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73415,Zatahaa,master sorcerer,1011,honbra,17129344877,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73416,Zeravath Bruxo,master sorcerer,1066,honbra,20125262189,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73417,Zhenkai,exalted monk,837,honbra,9719777079,Open PvP,2026-01-18 12:54:18.777098,2026-01-18,highscore_tibia_page,843a81f6-535b-4ded-9d02-5dbc42960f7b
73418,Abatedor Tarik,none,63,monza,3845973,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73419,Acidsio,elder druid,1059,monza,19709963395,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73420,Agazi,royal paladin,1362,monza,41994209951,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73421,Alisa Rynn,elder druid,1464,monza,52178193463,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73422,Alisson Rookstayer,none,105,monza,18535822,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73423,Americolos,elite knight,1346,monza,40541977734,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73424,An di,elite knight,1484,monza,54329045100,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73425,Andri,exalted monk,560,monza,2902027150,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73426,Anevarox,royal paladin,1176,monza,26981263384,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73427,Arianthell,elder druid,1126,monza,23690506626,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73428,Arinth,elite knight,2175,monza,171096287516,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73429,Asombrous Porky,elder druid,1188,monza,27864519761,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73430,Asombrous Tythz,master sorcerer,1316,monza,37870173282,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73431,Aura Jo,exalted monk,655,monza,4640840759,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73432,Bakzu,master sorcerer,1118,monza,23166662139,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73433,Bankad,master sorcerer,1059,monza,19732293144,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73434,Baohne One,elite knight,1168,monza,26432265130,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73435,Barsko,none,58,monza,2984919,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73436,Be xu,elder druid,2110,monza,156134445248,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73437,Berioniasty,master sorcerer,1037,monza,18481608840,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73438,Bestia Losu,royal paladin,1151,monza,25296221651,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73439,Biff,exalted monk,412,monza,1156860128,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73440,Black Kwiatekk,exalted monk,413,monza,1163470022,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73441,Budikz,elder druid,1208,monza,29288414204,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73442,Buniak Elrumiok,none,66,monza,4553060,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73443,Burk Purk Murk,elder druid,1381,monza,43706226033,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73444,Codeison,elder druid,1338,monza,39776296690,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73445,Coisado,exalted monk,683,monza,5275436899,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73446,Craxxel,elder druid,1454,monza,51115352222,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73447,Cri Tic,master sorcerer,1927,monza,118975316996,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73448,Cynitha the Unholy,elite knight,1182,monza,27452730878,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73449,Daarexin,monk,510,monza,2186893334,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73450,Dextro Kogz,master sorcerer,2201,monza,177457490349,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73451,Difovert,elite knight,1213,monza,29606189630,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73452,Dla Mnie Pasuje,sorcerer,1230,monza,30869746964,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73453,Doggyx Shiny,master sorcerer,1016,monza,17416322667,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73454,Don Hazem,master sorcerer,1490,monza,54913938789,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73455,Dragonidas,master sorcerer,1514,monza,57697274757,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73456,Druid from Askara,none,55,monza,2569244,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73457,Dzeej,knight,1192,monza,28113992723,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73458,Dzejsonn Born,elite knight,1348,monza,40644900862,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73459,Edwarro,elite knight,1438,monza,49379732821,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73460,Eimear,none,56,monza,2676024,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73461,Eksman,master sorcerer,2189,monza,174379194614,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73462,Elder Baya,elder druid,1212,monza,29530073939,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73463,Elegancki Tomek,elder druid,1088,monza,21383985968,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73464,Eternalkina of Candia,none,71,monza,5601329,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73465,Ezequiel Rookstayer,none,79,monza,7759275,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73466,Fabreq,none,118,monza,26402167,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73467,Fantome,none,58,monza,2954755,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73468,Feng Li,exalted monk,667,monza,4917329960,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73469,Fiberz,master sorcerer,1251,monza,32474446274,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73470,Figolo,elite knight,2093,monza,152447731099,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73471,Firehundred,elder druid,1604,monza,68546454616,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73472,Fluffycoww,exalted monk,442,monza,1421958930,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73473,Galain the first,royal paladin,1146,monza,24954502952,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73474,Gaxizzy,elite knight,1218,monza,30024645045,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73475,Gien,royal paladin,1139,monza,24522463072,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73476,Ginowi,royal paladin,2068,monza,147051619991,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73477,Git Waleczny,exalted monk,506,monza,2140070194,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73478,Glymodee,druid,1416,monza,47213804049,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73479,Granaat,master sorcerer,1093,monza,21662909260,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73480,Grubberoo,none,68,monza,5001565,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73481,Guczman,royal paladin,2188,monza,174143523418,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73482,Guskah,elite knight,1172,monza,26707201872,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73483,Haarin,elder druid,1723,monza,85063676122,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73484,Hatie,elite knight,1809,monza,98488416437,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73485,Hedgefund,royal paladin,1223,monza,30402380342,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73486,Herca Loth,none,53,monza,2334402,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73487,Hermaan,royal paladin,1972,monza,127573629011,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73488,Holy Sebek,elite knight,1266,monza,33706881599,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73489,Hori Mori,elite knight,1260,monza,33230363340,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73490,Hroar,exalted monk,405,monza,1092820516,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73491,Im tek,elder druid,1310,monza,37352156146,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73492,Imbakid,master sorcerer,957,monza,14523491833,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73493,Insomniac Master,none,59,monza,3200391,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73494,Itz Hulk,elite knight,1364,monza,42177252621,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73495,Itz Tek,master sorcerer,1016,monza,17415219673,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73496,Iyunna,master sorcerer,1371,monza,42799266924,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73497,Jerry Lightbringer,master sorcerer,1053,monza,19383010078,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73498,Jibbu,elder druid,1321,monza,38264302417,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73499,Kabin Pall,royal paladin,1320,monza,38201401538,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
73500,Kaio Shin,royal paladin,1294,monza,35971694871,Optional PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
