Rank,Name,Title,Vocation,World,Level,Points,Category
898,Heart Attacks,Savant of Tibia,Master Sorcerer,Monstera,206,"6,457",Loyalty Points
898,Vai Debochando,Savant of Tibia,Elite Knight,Collabra,179,"6,457",Loyalty Points
901,Lady Meredith,Savant of Tibia,Royal Paladin,Bona,758,"6,456",Loyalty Points
902,Guimba Bruto,Savant of Tibia,Master Sorcerer,Serdebra,1527,"6,455",Loyalty Points
902,Little Poliewop,Savant of Tibia,Sorcerer,Lobera,8,"6,455",Loyalty Points
904,Rewill,Savant of Tibia,Elite Knight,Wintera,882,"6,454",Loyalty Points
905,Alalu Alavis Hur,Savant of Tibia,Sorcerer,Descubra,47,"6,453",Loyalty Points
905,Skirmin,Savant of Tibia,Elite Knight,Ustebra,862,"6,453",Loyalty Points
905,Zidex Duroya,Savant of Tibia,Elite Knight,Lobera,459,"6,453",Loyalty Points
908,Tanisbror,Savant of Tibia,Royal Paladin,Peloria,1322,"6,449",Loyalty Points
909,Mito Xargon,Savant of Tibia,Knight,Xyla,8,"6,448",Loyalty Points
910,Diogo,Savant of Tibia,Royal Paladin,Secura,302,"6,447",Loyalty Points
911,Axy,Savant of Tibia,Elder Druid,Yonabra,1384,"6,446",Loyalty Points
911,Lemyth The Archer,Savant of Tibia,Royal Paladin,Terribra,792,"6,446",Loyalty Points
911,Segomaros Dranar,Savant of Tibia,Elder Druid,Peloria,406,"6,446",Loyalty Points
914,Rorsschach,Savant of Tibia,Elite Knight,Solidera,128,"6,445",Loyalty Points
915,General Madness,Savant of Tibia,Royal Paladin,Nefera,1538,"6,442",Loyalty Points
916,Alpha Charly,Savant of Tibia,Royal Paladin,Gentebra,2043,"6,441",Loyalty Points
916,Larodar,Savant of Tibia,Elder Druid,Secura,783,"6,441",Loyalty Points
916,Panth Lonki,Savant of Tibia,Elite Knight,Refugia,313,"6,441",Loyalty Points
916,Saintino,Savant of Tibia,Elder Druid,Lobera,754,"6,441",Loyalty Points
916,Sir Kiksiu,Savant of Tibia,Royal Paladin,Premia,973,"6,441",Loyalty Points
921,Lady Siska,Savant of Tibia,Elder Druid,Monza,245,"6,440",Loyalty Points
921,Vevive,Savant of Tibia,Elder Druid,Refugia,480,"6,440",Loyalty Points
923,Renato Winchester,Savant of Tibia,Elite Knight,Kalibra,1198,"6,439",Loyalty Points
924,Emperror Akuz,Savant of Tibia,Master Sorcerer,Wintera,1163,"6,438",Loyalty Points
925,Cokito Mclovin,Savant of Tibia,Elder Druid,Kalibra,1101,"6,437",Loyalty Points
926,Daniel Rhya,Savant of Tibia,Knight,Gladera,334,"6,436",Loyalty Points
926,Spaik Invasor,Savant of Tibia,Druid,Solidera,15,"6,436",Loyalty Points
928,Joker Poker,Savant of Tibia,Royal Paladin,Premia,748,"6,435",Loyalty Points
929,Mess Enger,Savant of Tibia,Master Sorcerer,Monza,105,"6,434",Loyalty Points
930,Mythik Mike,Savant of Tibia,Elite Knight,Kalimera,600,"6,433",Loyalty Points
931,Ma Ri Nhoo,Savant of Tibia,Elite Knight,Yonabra,2013,"6,431",Loyalty Points
931,Tengil,Savant of Tibia,Master Sorcerer,Secura,1317,"6,431",Loyalty Points
933,Sorciego Maldito,Savant of Tibia,Sorcerer,Unebra,23,"6,430",Loyalty Points
934,Belivax,Savant of Tibia,Elder Druid,Lobera,963,"6,429",Loyalty Points
935,Kones,Savant of Tibia,Elite Knight,Astera,114,"6,428",Loyalty Points
936,Bellizze The Tyrant,Savant of Tibia,Master Sorcerer,Gentebra,1820,"6,427",Loyalty Points
937,Aurea Lee,Savant of Tibia,Knight,Nefera,400,"6,425",Loyalty Points
937,Malicie,Savant of Tibia,Elite Knight,Havera,1356,"6,425",Loyalty Points
939,Bocho Vandera,Savant of Tibia,Knight,Xymera,26,"6,422",Loyalty Points
940,Scerlina,Savant of Tibia,Elite Knight,Thyria,479,"6,421",Loyalty Points
941,Maka Paladyn,Savant of Tibia,Royal Paladin,Pacera,341,"6,420",Loyalty Points
941,Markelito,Savant of Tibia,Elite Knight,Celesta,1657,"6,420",Loyalty Points
943,Crii Tic,Savant of Tibia,Master Sorcerer,Monza,1904,"6,419",Loyalty Points
944,Bieek,Savant of Tibia,Royal Paladin,Belobra,852,"6,418",Loyalty Points
944,Humpedibump,Savant of Tibia,None,Zuna,4,"6,418",Loyalty Points
944,Nykia,Savant of Tibia,Royal Paladin,Issobra,535,"6,418",Loyalty Points
947,Avzkor,Savant of Tibia,Master Sorcerer,Monstera,554,"6,415",Loyalty Points
948,Staubfinger,Savant of Tibia,Royal Paladin,Monza,258,"6,414",Loyalty Points
949,Dzwoni Daro,Savant of Tibia,Elder Druid,Monza,2061,"6,413",Loyalty Points
950,Carathor Coles,Savant of Tibia,Elite Knight,Gentebra,350,"6,412",Loyalty Points
951,Zasai,Savant of Tibia,Elite Knight,Secura,616,"6,408",Loyalty Points
952,David Monster,Savant of Tibia,Royal Paladin,Thyria,1159,"6,407",Loyalty Points
952,Geenus,Savant of Tibia,Elder Druid,Astera,167,"6,407",Loyalty Points
952,Piotur,Savant of Tibia,Elite Knight,Secura,938,"6,407",Loyalty Points
955,Lacerator,Savant of Tibia,Elite Knight,Inabra,1359,"6,405",Loyalty Points
956,Dumon Von'terryer,Savant of Tibia,Master Sorcerer,Talera,1128,"6,404",Loyalty Points
957,Duke Dan,Savant of Tibia,Master Sorcerer,Collabra,1235,"6,402",Loyalty Points
958,Ania palladinka,Savant of Tibia,Royal Paladin,Havera,232,"6,401",Loyalty Points
958,Prestiigio From Heaven,Savant of Tibia,Knight,Bona,21,"6,401",Loyalty Points
960,Dolphin on Nefera,Savant of Tibia,Druid,Nefera,252,"6,400",Loyalty Points
960,Ratasek,Savant of Tibia,Royal Paladin,Refugia,229,"6,400",Loyalty Points
962,Alucinarco,Savant of Tibia,Elder Druid,Inabra,231,"6,399",Loyalty Points
962,Awf,Savant of Tibia,Elite Knight,Secura,1440,"6,399",Loyalty Points
962,Moldoz,Savant of Tibia,Elder Druid,Antica,718,"6,399",Loyalty Points
962,Tsunami Apopo,Savant of Tibia,Elite Knight,Pacera,628,"6,399",Loyalty Points
966,Zwei Shouja,Savant of Tibia,Elite Knight,Calmera,183,"6,398",Loyalty Points
967,Lakohutt,Savant of Tibia,Master Sorcerer,Calmera,922,"6,395",Loyalty Points
968,Top Dispancer,Savant of Tibia,Master Sorcerer,Peloria,619,"6,394",Loyalty Points
969,Guerriller Carrasclet,Savant of Tibia,Master Sorcerer,Vunira,231,"6,393",Loyalty Points
970,Orzel,Savant of Tibia,Elder Druid,Secura,477,"6,392",Loyalty Points
970,Scrumdiliumpious,Savant of Tibia,Royal Paladin,Calmera,389,"6,392",Loyalty Points
970,Zoxerr,Savant of Tibia,Royal Paladin,Vunira,1296,"6,392",Loyalty Points
973,Milkania,Savant of Tibia,Royal Paladin,Antica,265,"6,391",Loyalty Points
974,Ninja Helmut,Savant of Tibia,Druid,Dia,8,"6,389",Loyalty Points
975,Lord Overtid,Savant of Tibia,Royal Paladin,Celesta,519,"6,387",Loyalty Points
976,Galak Stoxaforie,Savant of Tibia,Elder Druid,Talera,456,"6,385",Loyalty Points
976,Sarphia,Savant of Tibia,Paladin,Celebra,666,"6,385",Loyalty Points
978,Charkspe Kimus,Savant of Tibia,Knight,Eclipta,2,"6,384",Loyalty Points
978,Filha da Haph,Savant of Tibia,Druid,Calmera,8,"6,384",Loyalty Points
978,Harz vier Kepp,Savant of Tibia,Master Sorcerer,Premia,70,"6,384",Loyalty Points
981,Celtorxi,Savant of Tibia,Knight,Harmonia,8,"6,383",Loyalty Points
982,Bellha,Savant of Tibia,Royal Paladin,Antica,307,"6,381",Loyalty Points
983,Bondan poll,Savant of Tibia,Elder Druid,Lobera,381,"6,380",Loyalty Points
984,Kyaso,Savant of Tibia,Elite Knight,Calmera,925,"6,377",Loyalty Points
984,Luszckyn,Savant of Tibia,Master Sorcerer,Celebra,1421,"6,377",Loyalty Points
984,Tulio Barao,Savant of Tibia,Elite Knight,Collabra,1972,"6,377",Loyalty Points
987,Dora Beoni,Savant of Tibia,Elite Knight,Belobra,382,"6,376",Loyalty Points
987,Lazerflip,Savant of Tibia,Master Sorcerer,Havera,372,"6,376",Loyalty Points
989,Darkbrancio,Savant of Tibia,Royal Paladin,Lobera,650,"6,375",Loyalty Points
989,Gruksa,Savant of Tibia,Elite Knight,Bona,416,"6,375",Loyalty Points
991,Gorak,Savant of Tibia,Royal Paladin,Refugia,321,"6,374",Loyalty Points
991,Kal Night,Savant of Tibia,Elite Knight,Serdebra,887,"6,374",Loyalty Points
993,Thesheik,Savant of Tibia,Elite Knight,Astera,1891,"6,372",Loyalty Points
994,Tarlo Darkhalf,Savant of Tibia,Royal Paladin,Lobera,836,"6,370",Loyalty Points
995,Matshow,Savant of Tibia,Royal Paladin,Belobra,1649,"6,369",Loyalty Points
995,Vivie,Savant of Tibia,Royal Paladin,Astera,323,"6,369",Loyalty Points
997,Muncle Jon,Savant of Tibia,Exalted Monk,Pacera,49,"6,367",Loyalty Points
998,Candy on Secura,Savant of Tibia,Knight,Secura,61,"6,366",Loyalty Points
998,Osmano,Savant of Tibia,Elite Knight,Lobera,581,"6,366",Loyalty Points
1000,Enigma Echo,Savant of Tibia,Master Sorcerer,Lobera,1181,"6,365",Loyalty Points
