,rank,name,world,vocation,level,experience,world_type,updated_at
19383,19384,Bertil of Doom,zuna,knight,318,530529515,Hardcore PvP,2026-01-26 19:02:58.360767
19384,19385,Fivezera Clubista,terribra,elite knight,318,530464292,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19385,19386,Night Defender Drackk,monstera,elite knight,318,530426291,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19386,19387,Touch of Fury,zuna,elder druid,318,530419820,Hardcore PvP,2026-01-26 19:02:58.360767
19387,19388,Sergio Kamos,zuna,paladin,318,530378618,Hardcore PvP,2026-01-26 19:02:58.360767
19388,19389,Leedvan,zunera,elite knight,318,530369217,Hardcore PvP,2026-01-26 19:02:58.360767
19389,19390,Kid Buga,retalia,elder druid,318,530357492,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19390,19391,Endlez Gaming,monstera,elite knight,318,530268006,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19391,19392,Whatta,monstera,master sorcerer,318,530138210,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19392,19393,Katten Love,retalia,knight,318,530096114,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19393,19394,King iceman,zuna,druid,318,530029082,Hardcore PvP,2026-01-26 19:02:58.360767
19394,19395,Miodek Zwyrol,retalia,elder druid,318,529998845,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19395,19396,Mathlyn Surion,epoca,sorcerer,318,529976280,Retro Open PvP,2026-01-26 19:02:58.360767
19396,19397,Axe Axel,zuna,elite knight,318,529844884,Hardcore PvP,2026-01-26 19:02:58.360767
19397,19398,Duckeziitho El Bully,tempestera,master sorcerer,318,529749486,Retro Open PvP,2026-01-26 19:02:58.360767
19398,19399,Adams Sorcerer,retalia,master sorcerer,318,529740698,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19399,19400,Farligaste Riddaren,retalia,elite knight,318,529583524,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19400,19401,Galarinus Klamal,monstera,elder druid,318,529558430,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19401,19402,General Xahip,eclipta,master sorcerer,318,529522128,Retro Open PvP,2026-01-26 19:02:58.360767
19402,19403,Celiian,monstera,elder druid,318,529501813,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19403,19404,Heinzzz,retalia,master sorcerer,318,529428244,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19404,19405,Relentless Jacarezao,monstera,knight,318,529407038,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19405,19406,Moholdoril,retalia,elder druid,318,529352372,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19406,19407,Miekki Bydlak,retalia,elite knight,318,529351800,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19407,19408,Rinnegaar,monstera,knight,318,529299373,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19408,19409,Turbo Hawk,zunera,paladin,318,529270392,Hardcore PvP,2026-01-26 19:02:58.360767
19409,19410,Axe Skurczybyk,monstera,elite knight,318,529167334,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19410,19411,Van Burneska,zuna,elite knight,318,528825868,Hardcore PvP,2026-01-26 19:02:58.360767
19411,19412,Podolski Sagara,zunera,elite knight,318,528811523,Hardcore PvP,2026-01-26 19:02:58.360767
19412,19413,Abaneuza Suzano,terribra,sorcerer,318,528762377,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19413,19414,Sir Pawel,eclipta,exalted monk,318,528505971,Retro Open PvP,2026-01-26 19:02:58.360767
19414,19415,Bellatrix Le Strange,retalia,sorcerer,318,528456308,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19415,19416,Leif Liben,zuna,elite knight,318,528435580,Hardcore PvP,2026-01-26 19:02:58.360767
19416,19417,Jotowos,zuna,paladin,318,528430450,Hardcore PvP,2026-01-26 19:02:58.360767
19417,19418,Nutri Stein,terribra,master sorcerer,318,528413154,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19418,19419,Paraliszow,terribra,elite knight,318,528394828,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19419,19420,Zyan Hullong,gladibra,master sorcerer,318,528270599,Retro Open PvP,2026-01-26 19:02:58.360767
19420,19421,Jakub Wedrowicz,zuna,elite knight,318,528114627,Hardcore PvP,2026-01-26 19:02:58.360767
19421,19422,La Creme,terribra,elder druid,318,528092831,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19422,19423,Aci Do,zunera,master sorcerer,318,528016650,Hardcore PvP,2026-01-26 19:02:58.360767
19423,19424,Magic Torete Power,zuna,elder druid,318,527784408,Hardcore PvP,2026-01-26 19:02:58.360767
19424,19425,Kheiniaker Sera,retalia,elder druid,318,527771363,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19425,19426,Slaughterhaus,terribra,elder druid,318,527765258,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19426,19427,Kuzsdioiopeojr,monstera,elder druid,318,527745227,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19427,19428,Lollipop on Nexa,retalia,elder druid,318,527618526,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19428,19429,Bruno Showtime,retalia,elite knight,318,527552397,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19429,19430,Chrys Jones,zunera,royal paladin,318,527489077,Hardcore PvP,2026-01-26 19:02:58.360767
19430,19431,Eltla Cuache,monstera,druid,318,527463933,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19431,19432,Yonkou Kurohige,monstera,master sorcerer,318,527384327,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19432,19433,Visivikiz,zunera,elite knight,318,527181074,Hardcore PvP,2026-01-26 19:02:58.360767
19433,19434,Leegend Ed,monstera,elder druid,318,527121059,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19434,19435,Kyl ner,epoca,master sorcerer,318,526987215,Retro Open PvP,2026-01-26 19:02:58.360767
19435,19436,Orcluu Charlovinha Aesir,terribra,master sorcerer,318,526881548,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19436,19437,Polecze,zunera,elder druid,318,526797751,Hardcore PvP,2026-01-26 19:02:58.360767
19437,19438,Count Bisping,zuna,royal paladin,318,526323024,Hardcore PvP,2026-01-26 19:02:58.360767
19438,19439,Vitin Tectec,terribra,elder druid,318,526279265,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19439,19440,Dyrektorek,zuna,elite knight,318,526256243,Hardcore PvP,2026-01-26 19:02:58.360767
19440,19441,Dancander,monstera,master sorcerer,318,526228358,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19441,19442,Mordenkaynen,terribra,master sorcerer,318,526214161,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19442,19443,Agente Zeus,zuna,royal paladin,318,526075716,Hardcore PvP,2026-01-26 19:02:58.360767
19443,19444,Neowiszenho,monstera,royal paladin,318,526046674,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19444,19445,Abin Skeletinho Charlovinho,lutabra,sorcerer,318,526029631,Retro Open PvP,2026-01-26 19:02:58.360767
19445,19446,Palito Com Classe,terribra,royal paladin,318,525979096,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19446,19447,Starcreen,lutabra,master sorcerer,318,525941934,Retro Open PvP,2026-01-26 19:02:58.360767
19447,19448,Don Promille,monstera,elite knight,317,525829423,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19448,19449,Larata Bonifacio,monstera,master sorcerer,317,525811490,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19449,19450,Thim Trian,retalia,paladin,317,525658769,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19450,19451,Qelispik,lutabra,sorcerer,317,525631913,Retro Open PvP,2026-01-26 19:02:58.360767
19451,19452,Xuxo,zuna,elite knight,317,525618245,Hardcore PvP,2026-01-26 19:02:58.360767
19452,19453,Mooncriff,zunera,knight,317,525549286,Hardcore PvP,2026-01-26 19:02:58.360767
19453,19454,Alex Rhain,zunera,sorcerer,317,525381965,Hardcore PvP,2026-01-26 19:02:58.360767
19454,19455,Backstab,zuna,paladin,317,525303855,Hardcore PvP,2026-01-26 19:02:58.360767
19455,19456,Rarcus Saintzs,monstera,master sorcerer,317,525287117,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19456,19457,Mentor Of Chacal,monstera,knight,317,525138424,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19457,19458,Guizao Rushna Paralyzer,zunera,elder druid,317,525028949,Hardcore PvP,2026-01-26 19:02:58.360767
19458,19459,Zach Irritante,zunera,elder druid,317,524906235,Hardcore PvP,2026-01-26 19:02:58.360767
19459,19460,Tasty Burst,zunera,elite knight,317,524704740,Hardcore PvP,2026-01-26 19:02:58.360767
19460,19461,Monstrinho da Lua,terribra,royal paladin,317,524666333,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19461,19462,Spirit Cobain,zunera,knight,317,524530573,Hardcore PvP,2026-01-26 19:02:58.360767
19462,19463,Lele Fofinho,terribra,master sorcerer,317,524406579,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19463,19464,Nvidia Malaya,retalia,elite knight,317,524393477,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19464,19465,Gravi Tretas,monstera,elite knight,317,524269239,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19465,19466,Macabrozor Happy,terribra,elder druid,317,524225189,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19466,19467,Mat Brass,terribra,master sorcerer,317,524210055,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19467,19468,Gox,gladibra,master sorcerer,317,524170842,Retro Open PvP,2026-01-26 19:02:58.360767
19468,19469,Imperadorzenho,terribra,royal paladin,317,524145163,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19469,19470,Female Athlete,retalia,elder druid,317,524043394,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19470,19471,Goo Maxii,monstera,master sorcerer,317,524020429,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19471,19472,Kwasiior,retalia,master sorcerer,317,523928725,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19472,19473,Izaya Orihara,zunera,master sorcerer,317,523651142,Hardcore PvP,2026-01-26 19:02:58.360767
19473,19474,Zom Res,zunera,elite knight,317,523583883,Hardcore PvP,2026-01-26 19:02:58.360767
19474,19475,Kallashnikov Muushiin,monstera,elite knight,317,523477561,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19475,19476,Piece of Klops,retalia,master sorcerer,317,523351346,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19476,19477,Magonha Pokas,terribra,sorcerer,317,523271866,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19477,19478,So Dale Hauzidawn,monstera,elite knight,317,523042187,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19478,19479,Wafflex,zunera,elder druid,317,523034974,Hardcore PvP,2026-01-26 19:02:58.360767
19479,19480,Unsual Eld,firmera,master sorcerer,317,523003875,Retro Open PvP,2026-01-26 19:02:58.360767
19480,19481,Psykore,gladibra,master sorcerer,317,522914916,Retro Open PvP,2026-01-26 19:02:58.360767
19481,19482,Hugotron,monstera,master sorcerer,317,522761369,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19482,19483,Giowwsz,terribra,elder druid,317,522702500,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19483,19484,Helerotic fairy,monstera,druid,317,522523413,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19484,19485,Lidera Sellus,zuna,elder druid,317,522397698,Hardcore PvP,2026-01-26 19:02:58.360767
19485,19486,Gael Leguinho,zuna,druid,317,522383998,Hardcore PvP,2026-01-26 19:02:58.360767
19486,19487,Rush Obliviathor,terribra,elite knight,317,522315010,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19487,19488,Danzitto,gladibra,sorcerer,317,522176251,Retro Open PvP,2026-01-26 19:02:58.360767
19488,19489,Thebig Poppa,zunera,knight,317,522037573,Hardcore PvP,2026-01-26 19:02:58.360767
19489,19490,Tazaza,zuna,master sorcerer,317,521792359,Hardcore PvP,2026-01-26 19:02:58.360767
19490,19491,Saori the paladin,zunera,royal paladin,317,521577415,Hardcore PvP,2026-01-26 19:02:58.360767
19491,19492,Syckez,terribra,elder druid,317,521520285,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19492,19493,Masterro Maniek,zuna,elder druid,317,521457393,Hardcore PvP,2026-01-26 19:02:58.360767
19493,19494,Smuffiie,retalia,druid,317,521251254,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19494,19495,Mad Bociekk,zuna,master sorcerer,317,521247195,Hardcore PvP,2026-01-26 19:02:58.360767
19495,19496,David Luky Survivor,monstera,druid,317,521203541,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19496,19497,Daggett,terribra,royal paladin,317,521187383,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19497,19498,Tenebrosso,zunera,sorcerer,317,521140082,Hardcore PvP,2026-01-26 19:02:58.360767
19498,19499,Sweet Nothiing,monstera,master sorcerer,317,521108443,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19499,19500,Mikaaza Warlord Ruzad,terribra,master sorcerer,317,521050658,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19500,19501,Nelly Haynes,monstera,master sorcerer,317,520971132,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19501,19502,Not Gudinho,gladibra,master sorcerer,316,520754007,Retro Open PvP,2026-01-26 19:02:58.360767
19502,19503,Clubss,retalia,knight,316,520499020,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19503,19504,Briart Trion,eclipta,master sorcerer,316,520261647,Retro Open PvP,2026-01-26 19:02:58.360767
19504,19505,Nepixo,epoca,master sorcerer,316,520259384,Retro Open PvP,2026-01-26 19:02:58.360767
19505,19506,Core Vision,terribra,elite knight,316,520143146,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19506,19507,Fichandorr,retalia,elder druid,316,520038560,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19507,19508,Ron Ald,monstera,royal paladin,316,520016797,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19508,19509,Deiizanoo Semjogar,gladibra,sorcerer,316,519974601,Retro Open PvP,2026-01-26 19:02:58.360767
19509,19510,Senzuu Sorc,epoca,master sorcerer,316,519897182,Retro Open PvP,2026-01-26 19:02:58.360767
19510,19511,Master Archer Bolt,zunera,paladin,316,519738869,Hardcore PvP,2026-01-26 19:02:58.360767
19511,19512,Tafaz,terribra,knight,316,519710689,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19512,19513,Deus Jbe,eclipta,master sorcerer,316,519481199,Retro Open PvP,2026-01-26 19:02:58.360767
19513,19514,Jockan,epoca,master sorcerer,316,519442040,Retro Open PvP,2026-01-26 19:02:58.360767
19514,19515,Sunny Malivro Brunon,escura,master sorcerer,316,519412174,Retro Open PvP,2026-01-26 19:02:58.360767
19515,19516,Pedaco de Papel,terribra,elder druid,316,519088688,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19516,19517,Sir Guiziin,sombra,sorcerer,316,518880166,Retro Open PvP,2026-01-26 19:02:58.360767
19517,19518,Fernando Malcriado,retalia,master sorcerer,316,518871529,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19518,19519,Biscabrito,terribra,royal paladin,316,518869168,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19519,19520,Ell Musketeer,zunera,paladin,316,518778221,Hardcore PvP,2026-01-26 19:02:58.360767
19520,19521,Emma Fulltank,retalia,druid,316,518642185,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19521,19522,Edziuu Bu,zuna,sorcerer,316,518635771,Hardcore PvP,2026-01-26 19:02:58.360767
19522,19523,Slangsvets,zuna,royal paladin,316,518585226,Hardcore PvP,2026-01-26 19:02:58.360767
19523,19524,Enkiskt,zunera,master sorcerer,316,518366343,Hardcore PvP,2026-01-26 19:02:58.360767
19524,19525,Lukispallys,terribra,royal paladin,316,518327044,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19525,19526,Corrieri the Flash,gladibra,master sorcerer,316,518270000,Retro Open PvP,2026-01-26 19:02:58.360767
19526,19527,Fredtard,zuna,paladin,316,518239764,Hardcore PvP,2026-01-26 19:02:58.360767
19527,19528,Eudess,firmera,master sorcerer,316,518202012,Retro Open PvP,2026-01-26 19:02:58.360767
19528,19529,Rhan Safoka,terribra,royal paladin,316,518081873,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19529,19530,Stumbras Prochuu,eclipta,master sorcerer,316,517999697,Retro Open PvP,2026-01-26 19:02:58.360767
19530,19531,Chaos Mannen,zuna,elite knight,316,517882535,Hardcore PvP,2026-01-26 19:02:58.360767
19531,19532,Xedria,monstera,master sorcerer,316,517864249,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19532,19533,Captain Ztark,zunera,elite knight,316,517703211,Hardcore PvP,2026-01-26 19:02:58.360767
19533,19534,Iserios,zuna,royal paladin,316,517448339,Hardcore PvP,2026-01-26 19:02:58.360767
19534,19535,Oxi On,zunera,royal paladin,316,517447533,Hardcore PvP,2026-01-26 19:02:58.360767
19535,19536,Captain Gabrielzaoo,sombra,master sorcerer,316,517325159,Retro Open PvP,2026-01-26 19:02:58.360767
19536,19537,Surfista Barrigudo,monstera,royal paladin,316,517315271,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19537,19538,Stenskallen,zuna,elite knight,316,517150467,Hardcore PvP,2026-01-26 19:02:58.360767
19538,19539,Kinozin Aurera,zunera,elite knight,316,517010684,Hardcore PvP,2026-01-26 19:02:58.360767
19539,19540,Auzrak Shadowheart,zuna,elite knight,316,516916515,Hardcore PvP,2026-01-26 19:02:58.360767
19540,19541,Danthox,terribra,royal paladin,316,516890695,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19541,19542,Ol Gwaha,terribra,master sorcerer,316,516867357,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19542,19543,Slice of Life,zunera,elite knight,316,516802589,Hardcore PvP,2026-01-26 19:02:58.360767
19543,19544,Sniiper Raturo,monstera,royal paladin,316,516690604,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19544,19545,Arkaditz,gladibra,master sorcerer,316,516570753,Retro Open PvP,2026-01-26 19:02:58.360767
19545,19546,Bruxao Semcnh,lutabra,master sorcerer,316,516464047,Retro Open PvP,2026-01-26 19:02:58.360767
19546,19547,Eight Pally,monstera,royal paladin,316,516095326,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19547,19548,Kacvur,monstera,elder druid,316,516067478,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19548,19549,Breath Far,firmera,sorcerer,316,516047686,Retro Open PvP,2026-01-26 19:02:58.360767
19549,19550,Cherry The Kazoo,zuna,elite knight,316,516022130,Hardcore PvP,2026-01-26 19:02:58.360767
19550,19551,Relic Jeey,gladibra,sorcerer,315,515955115,Retro Open PvP,2026-01-26 19:02:58.360767
19551,19552,Organizador do Bazar,sombra,sorcerer,315,515861401,Retro Open PvP,2026-01-26 19:02:58.360767
19552,19553,Sert Turc,zunera,royal paladin,315,515858545,Hardcore PvP,2026-01-26 19:02:58.360767
19553,19554,Deathless Pawelek,zuna,royal paladin,315,515830433,Hardcore PvP,2026-01-26 19:02:58.360767
19554,19555,Maaluka,gladibra,master sorcerer,315,515638669,Retro Open PvP,2026-01-26 19:02:58.360767
19555,19556,Mysterialix,zuna,elder druid,315,515606321,Hardcore PvP,2026-01-26 19:02:58.360767
19556,19557,Thyre Arconth,monstera,elder druid,315,515582768,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19557,19558,Mumbin Uley,retalia,elder druid,315,515378929,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19558,19559,Gui Herdeirodogio,retalia,elder druid,315,515311579,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19559,19560,Yo Soy Groott,monstera,royal paladin,315,515170317,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19560,19561,Rei dos machados,zunera,elite knight,315,515164146,Hardcore PvP,2026-01-26 19:02:58.360767
19561,19562,Skadiz in Jacabra,terribra,royal paladin,315,515020183,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19562,19563,Seni Tek,zuna,elder druid,315,514968272,Hardcore PvP,2026-01-26 19:02:58.360767
19563,19564,Alto del Sallo,zuna,master sorcerer,315,514966045,Hardcore PvP,2026-01-26 19:02:58.360767
19564,19565,Tekyla Boladao,firmera,master sorcerer,315,514961415,Retro Open PvP,2026-01-26 19:02:58.360767
19565,19566,Pro pleyer,epoca,master sorcerer,315,514884374,Retro Open PvP,2026-01-26 19:02:58.360767
19566,19567,Sophistique,retalia,exalted monk,315,514880524,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19567,19568,Dmakzinhu,lutabra,master sorcerer,315,514844352,Retro Open PvP,2026-01-26 19:02:58.360767
19568,19569,Liqwyd,monstera,elite knight,315,514816727,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19569,19570,Nonatom Tranzformer,retalia,elder druid,315,514776965,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19570,19571,Siekiera Kubi,retalia,elder druid,315,514595926,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19571,19572,Urarhara,zunera,royal paladin,315,514244554,Hardcore PvP,2026-01-26 19:02:58.360767
19572,19573,Kyris Shadowheart,zuna,royal paladin,315,514179193,Hardcore PvP,2026-01-26 19:02:58.360767
19573,19574,Followhim,monstera,master sorcerer,315,514117788,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19574,19575,Kim Shadowalker,gladibra,master sorcerer,315,513921863,Retro Open PvP,2026-01-26 19:02:58.360767
19575,19576,Rezev,zuna,master sorcerer,315,513776998,Hardcore PvP,2026-01-26 19:02:58.360767
19576,19577,Du Barco Ltda,terribra,knight,315,513723929,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19577,19578,Cain Macarthur,zunera,elite knight,315,513711540,Hardcore PvP,2026-01-26 19:02:58.360767
19578,19579,Inccinneratus,monstera,master sorcerer,315,513391836,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19579,19580,Hepshah Tyrlangera,zuna,master sorcerer,315,513385015,Hardcore PvP,2026-01-26 19:02:58.360767
19580,19581,Galindinho,terribra,paladin,315,513041576,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19581,19582,Pantufla Voladora,monstera,elite knight,315,512784609,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19582,19583,Bininho,zunera,elite knight,315,512702990,Hardcore PvP,2026-01-26 19:02:58.360767
19583,19584,Samcro Petter,zuna,royal paladin,315,512668221,Hardcore PvP,2026-01-26 19:02:58.360767
19584,19585,Escangalhado,terribra,elder druid,315,512637559,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19585,19586,Flamarito,tempestera,sorcerer,315,512603475,Retro Open PvP,2026-01-26 19:02:58.360767
19586,19587,Silent Blekz,zuna,elder druid,315,512578999,Hardcore PvP,2026-01-26 19:02:58.360767
19587,19588,Mordererer,retalia,elder druid,315,512171089,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19588,19589,Rakim Meyers,retalia,master sorcerer,315,512141407,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19589,19590,Zahaiev,zuna,elite knight,315,512048425,Hardcore PvP,2026-01-26 19:02:58.360767
19590,19591,Nightmare Xed,terribra,royal paladin,315,512037065,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19591,19592,Nears Magick,retalia,master sorcerer,315,511974375,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19592,19593,Mitsuri Kanro,epoca,sorcerer,315,511965961,Retro Open PvP,2026-01-26 19:02:58.360767
19593,19594,Wojciech Naganiacz,eclipta,sorcerer,315,511924915,Retro Open PvP,2026-01-26 19:02:58.360767
19594,19595,Arle Kinx,zunera,elite knight,315,511815145,Hardcore PvP,2026-01-26 19:02:58.360767
19595,19596,Rob Otter,retalia,paladin,315,511545371,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19596,19597,Wielki Drwal,tempestera,sorcerer,315,511539113,Retro Open PvP,2026-01-26 19:02:58.360767
19597,19598,Mandatory Vaccine Mandatorri,monstera,elder druid,315,511442218,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19598,19599,Kamikaze Jan,terribra,druid,315,511307984,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19599,19600,Majjztro,zuna,elder druid,315,511299247,Hardcore PvP,2026-01-26 19:02:58.360767
19600,19601,Socaris Nazg,terribra,master sorcerer,315,511273083,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19601,19602,Rafah Nomercy,terribra,paladin,315,511197896,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19602,19603,Evil Dyne,zuna,paladin,315,511103504,Hardcore PvP,2026-01-26 19:02:58.360767
19603,19604,Pony Boii,zuna,elder druid,314,510973145,Hardcore PvP,2026-01-26 19:02:58.360767
19604,19605,Comandante Bigotes,firmera,master sorcerer,314,510930090,Retro Open PvP,2026-01-26 19:02:58.360767
19605,19606,Ladyy Mell,terribra,elite knight,314,510863143,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19606,19607,Warbaerd,terribra,knight,314,510862125,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19607,19608,Mandatory Namechanxsie,monstera,master sorcerer,314,510841959,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19608,19609,Thunder Mex,monstera,elder druid,314,510705222,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19609,19610,Noovitookz,eclipta,master sorcerer,314,510569224,Retro Open PvP,2026-01-26 19:02:58.360767
19610,19611,Bengalinha Letal,zunera,royal paladin,314,510522780,Hardcore PvP,2026-01-26 19:02:58.360767
19611,19612,Zlataann,tempestera,master sorcerer,314,510392044,Retro Open PvP,2026-01-26 19:02:58.360767
19612,19613,Lion Dexton,lutabra,master sorcerer,314,510383561,Retro Open PvP,2026-01-26 19:02:58.360767
19613,19614,Moymoyi,zunera,royal paladin,314,510232358,Hardcore PvP,2026-01-26 19:02:58.360767
19614,19615,Genezio,retalia,sorcerer,314,510027400,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19615,19616,Bobonica Rancoroso,terribra,knight,314,509941389,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19616,19617,Sargento Kopaxi,tempestera,sorcerer,314,509729292,Retro Open PvP,2026-01-26 19:02:58.360767
19617,19618,Manwe Valahiru,zunera,elder druid,314,509710701,Hardcore PvP,2026-01-26 19:02:58.360767
19618,19619,Shaya le Roux,zuna,elite knight,314,509546358,Hardcore PvP,2026-01-26 19:02:58.360767
19619,19620,Rockoxs,monstera,druid,314,509523610,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19620,19621,Biew Tirocerto,terribra,paladin,314,509443902,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19621,19622,Mirringo Firmera,firmera,master sorcerer,314,509436108,Retro Open PvP,2026-01-26 19:02:58.360767
19622,19623,Bigboi Aries,monstera,exalted monk,314,509339680,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19623,19624,Renaiiss,terribra,knight,314,509282078,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19624,19625,Dark Zyga,retalia,elder druid,314,509200753,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19625,19626,Saronth Loth,retalia,master sorcerer,314,509191183,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19626,19627,Less Dye,monstera,elite knight,314,509159488,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19627,19628,Mad Zoon,retalia,sorcerer,314,509150694,Retro Hardcore PvP,2026-01-26 19:02:58.360767
19628,19629,Mandatory Nameechangerri,monstera,sorcerer,314,509071085,Retro Hardcore PvP,2026-01-26 19:02:58.360767
