,name,world,skill_name,vocation,skill_level,updated_at
5993,Kodais Annihilator,quelibra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
5994,Kolldzz,quelibra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
5995,Koz Mut,quelibra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
5996,Loco Monti,quelibra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
5997,Lord Bodin,quelibra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
5998,Lord Chambinhoo,quelibra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
5999,Lord-Jex,quelibra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
6000,Lucky Paulistinha,quelibra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
6001,Luizin Iz Back,quelibra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6002,Magnifik Danyveiosair,quelibra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
6003,Masters Fred,quelibra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
6004,Matheus Xutacoitado,quelibra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
6005,Mathewziin,quelibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6006,Menozin Rush,quelibra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6007,Monk El Crime,quelibra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6008,Murillaoloko,quelibra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
6009,Naruto Knight,quelibra,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6010,Nozferato,quelibra,Magic Level,master sorcerer,139,2026-01-26 19:04:26.054883
6011,Odacrem,quelibra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6012,Oril Maverick,quelibra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6013,Orzack,quelibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6014,Pabllin,quelibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6015,Papi Warman,quelibra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6016,Pastor Guty,quelibra,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
6017,Pinkx,quelibra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6018,Qrolox,quelibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6019,Ragnar Grandsanguine,quelibra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6020,Raul Locomia,quelibra,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
6021,Retro Foso,quelibra,Sword Fighting,elite knight,138,2026-01-26 19:04:26.054883
6022,Rob Skumur,quelibra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6023,Royal Bellinha,quelibra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
6024,Rpe Fred,quelibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6025,Rulsaxe,quelibra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6026,Sanaha,quelibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6027,Sand Gracy,quelibra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6028,Schwaab Bloodline,quelibra,Distance Fighting,royal paladin,141,2026-01-26 19:04:26.054883
6029,Sealshow,quelibra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
6030,Serjao Pitbull Purosangue,quelibra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
6031,Sheik Guii Jurista,quelibra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6032,Shockerzim Alcoolatra,quelibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6033,Sir Lokus,quelibra,Club Fighting,elite knight,135,2026-01-26 19:04:26.054883
6034,Sir Rufs,quelibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6035,Sir Wesz,quelibra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
6036,Spirall fall,quelibra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6037,The Jones,quelibra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
6038,Trakhinas,quelibra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6039,Trakhinas Ekbombinha,quelibra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6040,Trugg,quelibra,Sword Fighting,elite knight,139,2026-01-26 19:04:26.054883
6041,Tyo Rogi,quelibra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
6042,Umbi Malinois,quelibra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6043,Vepe Ohz,quelibra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6044,Vinizarth,quelibra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6045,Volt Pakkun,quelibra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
6046,Wazerr,quelibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6047,Will Fibrado,quelibra,Distance Fighting,royal paladin,140,2026-01-26 19:04:26.054883
6048,Williams,quelibra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6049,Xzrall,quelibra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
6050,Yuuki Len,quelibra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6051,Zatis Mage,quelibra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6052,Ani Nec Skywalker,quelibra,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6053,Corinthians Slayer,quelibra,Shielding,royal paladin,124,2026-01-26 19:04:26.054883
6054,Lil Veev,quelibra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6055,Mage Deceiver,quelibra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
6056,Pabllin,quelibra,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6057,Wazerr,quelibra,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6058,Ahrtemis,terribra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
6059,Anquisis,terribra,Distance Fighting,royal paladin,133,2026-01-26 19:04:26.054883
6060,Asfarck,terribra,Club Fighting,elite knight,134,2026-01-26 19:04:26.054883
6061,Boysorc,terribra,Magic Level,master sorcerer,137,2026-01-26 19:04:26.054883
6062,Crazy Of Roshamuul,terribra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6063,Dream Hanzy,terribra,Magic Level,sorcerer,127,2026-01-26 19:04:26.054883
6064,Edu Zabojca,terribra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
6065,Fiumaro Patrao,terribra,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
6066,Gota Monk,terribra,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
6067,Guibaszk,terribra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
6068,Melet,terribra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6069,Monkorno,terribra,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
6070,Monkzzera,terribra,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
6071,Pulga Doleiro,terribra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6072,Rei Tarik,terribra,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
6073,Rexiruz Zabojca,terribra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
6074,Solid Nazgul,terribra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
6075,Xablau Careca Incrivel,terribra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6076,Yuriih,terribra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
6077,Agent Dziobak,xyla,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6078,Alexx Bonecrusher,xyla,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6079,Anlightus,xyla,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
6080,Azar Math,xyla,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
6081,Birhof,xyla,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6082,Bruce Lean,xyla,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6083,Buniek Patykarz,xyla,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6084,Chained Virtue,xyla,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
6085,Cinon,xyla,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6086,Dasher Quendosiiim,xyla,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6087,Ditox,xyla,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6088,Dzisiaj Bicek,xyla,Fist Fighting,exalted monk,118,2026-01-26 19:04:26.054883
6089,Emi Lciu,xyla,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6090,Eydelmer Rongen,xyla,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6091,Firemen Kyle,xyla,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
6092,Fisterious,xyla,Fist Fighting,exalted monk,118,2026-01-26 19:04:26.054883
6093,Flying Joahn,xyla,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
6094,Gogrex,xyla,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6095,Gui Zao,xyla,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6096,Gumiornh,xyla,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6097,Its Perun,xyla,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6098,Jockeri,xyla,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6099,Jouster,xyla,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6100,Kabori,xyla,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6101,Laylina,xyla,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6102,Magariiaa,xyla,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
6103,Matemok,xyla,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6104,Mon Kee Biznes,xyla,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6105,Monk Igorek,xyla,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6106,Paweel Ek,xyla,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6107,Punch Cake,xyla,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6108,Remik Sorc,xyla,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
6109,Rest Monk,xyla,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6110,Safard,xyla,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6111,Sahiiro,xyla,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
6112,Skillmort,xyla,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
6113,Tomek Bloczy,xyla,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
6114,Tomek Monkuje,xyla,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
6115,Weess,xyla,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
6116,Zakonniczek,xyla,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6117,Zeze Careca,xyla,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6118,Anac Exaltado,xyla,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6119,Bardzo Dobry Emes,xyla,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
6120,Monke Kang Nshiet,xyla,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6121,Monkopoly,xyla,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6122,Pato Mnich,xyla,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6123,Adicek Cider,monza,Distance Fighting,royal paladin,133,2026-01-26 19:04:26.054883
6124,Adrian Bernaciak,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6125,Agazi,monza,Distance Fighting,royal paladin,133,2026-01-26 19:04:26.054883
6126,Agusia Piotrusia,monza,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6127,Alonessia,monza,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
6128,Amazing Tank,monza,Club Fighting,knight,125,2026-01-26 19:04:26.054883
6129,Americolos,monza,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
6130,An di,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6131,Annakir,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6132,Aram Ever,monza,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6133,Ardyn Gullo,monza,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6134,Arinth,monza,Sword Fighting,elite knight,137,2026-01-26 19:04:26.054883
6135,Asombrous Tythz,monza,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
6136,Aura Jo,monza,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
6137,Baohne One,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6138,Bengolim,monza,Shielding,paladin,123,2026-01-26 19:04:26.054883
6139,Berserker of Guardia,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6140,Bestia Losu,monza,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
6141,Bierchen,monza,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6142,Black Volga,monza,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
6143,Bobo Tigre,monza,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6144,Bodzio spoko,monza,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
6145,Cerberius The Barbarrian,monza,Sword Fighting,knight,131,2026-01-26 19:04:26.054883
6146,Coisado,monza,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6147,Cornus Mass,monza,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
6148,Cri Tic,monza,Magic Level,master sorcerer,135,2026-01-26 19:04:26.054883
6149,Cynitha the Unholy,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6150,Czerwony Kruk,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6151,Daarexin,monza,Fist Fighting,monk,110,2026-01-26 19:04:26.054883
6152,Dardarella,monza,Axe Fighting,knight,129,2026-01-26 19:04:26.054883
6153,Darpus,monza,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6154,Dextro Kogz,monza,Magic Level,master sorcerer,135,2026-01-26 19:04:26.054883
6155,Difovert,monza,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6156,Dlee,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6157,Dolna Szczena,monza,Club Fighting,knight,125,2026-01-26 19:04:26.054883
6158,Doon Wizzo,monza,Club Fighting,knight,125,2026-01-26 19:04:26.054883
6159,Dragonidas,monza,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
6160,Dzeej,monza,Axe Fighting,knight,134,2026-01-26 19:04:26.054883
6161,Dzejsonn Born,monza,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
6162,Edwarro,monza,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
6163,Ekai,monza,Club Fighting,knight,127,2026-01-26 19:04:26.054883
6164,Eksman,monza,Magic Level,master sorcerer,137,2026-01-26 19:04:26.054883
6165,Elementaro,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6166,Elrikito,monza,Shielding,paladin,123,2026-01-26 19:04:26.054883
6167,Enay owski,monza,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6168,Feng Li,monza,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6169,Figolo,monza,Sword Fighting,elite knight,138,2026-01-26 19:04:26.054883
6170,Filusia,monza,Sword Fighting,knight,133,2026-01-26 19:04:26.054883
6171,Fy Ste,monza,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6172,Galian Verd,monza,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
6173,Gaxizzy,monza,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
6174,General Marko Jofre,monza,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6175,Gien,monza,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6176,Ginowi,monza,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
6177,Glaxoon,monza,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
6178,Granaat,monza,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6179,Gronda rok,monza,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6180,Guczman,monza,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
6181,Hakorek,monza,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6182,Hamanos,monza,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6183,Hatie,monza,Axe Fighting,elite knight,137,2026-01-26 19:04:26.054883
6184,Hermaan,monza,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
6185,Holy Sebek,monza,Sword Fighting,elite knight,137,2026-01-26 19:04:26.054883
6186,Hori Mori,monza,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
6187,Hroar,monza,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6188,Itz Hulk,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6189,Iyunna,monza,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
6190,Jaade doic krowy,monza,Club Fighting,knight,127,2026-01-26 19:04:26.054883
6191,Julian Tornado knight,monza,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6192,Kappa Ziom,monza,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
6193,Kapturnikk,monza,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
6194,Ki Telka,monza,Fist Fighting,exalted monk,121,2026-01-26 19:04:26.054883
6195,King Berry,monza,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6196,King Marcus,monza,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6197,Kinomanka,monza,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
6198,Kiwikator,monza,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
6199,Klubowy,monza,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6200,Klubowy Karolek,monza,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6201,Klubowy Slawek,monza,Club Fighting,elite knight,133,2026-01-26 19:04:26.054883
6202,Knight Zudano,monza,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
6203,Koolhaus,monza,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
6204,Koztos,monza,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6205,Krayzie Thug,monza,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
6206,Kriegheld,monza,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6207,Krugen,monza,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
6208,Kssinhu,monza,Magic Level,master sorcerer,135,2026-01-26 19:04:26.054883
6209,Lady Aska,monza,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
6210,Larubaka,monza,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6211,Leady Xenao,monza,Axe Fighting,knight,130,2026-01-26 19:04:26.054883
6212,Legenden Kurre,monza,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
6213,Levatonk,monza,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6214,Lightborn,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6215,Little Sorontar,monza,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
6216,Lockedin Sva,monza,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6217,Lormora,monza,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
6218,Machetti,monza,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
6219,Maciel,monza,Sword Fighting,knight,134,2026-01-26 19:04:26.054883
6220,Mad shade,monza,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6221,Madam Monika,monza,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6222,Magic Deve,monza,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
6223,Martin Langbogen,monza,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6224,Maziiajka,monza,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6225,Mell Beoni,monza,Club Fighting,knight,125,2026-01-26 19:04:26.054883
6226,Mexicano Tequileiro,monza,Sword Fighting,elite knight,142,2026-01-26 19:04:26.054883
6227,Mikajo,monza,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
6228,Mikkal,monza,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6229,Mirkaan,monza,Distance Fighting,paladin,134,2026-01-26 19:04:26.054883
6230,Mizziii,monza,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
6231,Mo rgu,monza,Axe Fighting,elite knight,142,2026-01-26 19:04:26.054883
6232,Monk Shade,monza,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6233,Muenshi,monza,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6234,Mydra,monza,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6235,Na gash,monza,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
6236,Nakayo,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6237,Nieheeteero,monza,Club Fighting,knight,126,2026-01-26 19:04:26.054883
6238,Noseeks,monza,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6239,Nyccu,monza,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6240,Old Borjao,monza,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6241,Omjagvaren,monza,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6242,Omnislasher,monza,Fist Fighting,exalted monk,120,2026-01-26 19:04:26.054883
6243,Orc Worrior,monza,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6244,Ordoki,monza,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6245,Paladinkillen,monza,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6246,Palo Swor,monza,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6247,Paramagnetyk,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6248,Patyshia,monza,Shielding,paladin,123,2026-01-26 19:04:26.054883
6249,Pho Pho,monza,Fist Fighting,exalted monk,127,2026-01-26 19:04:26.054883
6250,Pira Meliss,monza,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
6251,Pistoletto,monza,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
6252,Piter Spokoo,monza,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6253,Princessa Natali,monza,Distance Fighting,paladin,135,2026-01-26 19:04:26.054883
6254,Profesores,monza,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6255,Reset Dla Tluszczu,monza,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
6256,Revira,monza,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6257,Royal Gotico,monza,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
6258,Saint Halvz,monza,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
6259,Sciborro,monza,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6260,Sela Blan,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6261,Shadow of the Candia,monza,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6262,Shaolin Shadow,monza,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6263,Siube,monza,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6264,Sladdrig,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6265,Sleno,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6266,Sloneczko,monza,Sword Fighting,knight,130,2026-01-26 19:04:26.054883
6267,Small Sol,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6268,Spiteful Emily,monza,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6269,Steff on Olympa,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6270,Sudimet Valarkuar,monza,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6271,Suiziyd,monza,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6272,Szaj ka,monza,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
6273,Szklok Axe,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6274,Szofer Edzio,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6275,Tak Ten Biedak,monza,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
6276,Tamisare,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6277,Tatys Zbigniew,monza,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6278,Tbi,monza,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
6279,Teev,monza,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
6280,Thaliana,monza,Sword Fighting,knight,131,2026-01-26 19:04:26.054883
6281,Thuliscar,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6282,Thunder Haron,monza,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
6283,Tialys,monza,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
6284,Tio tide,monza,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
6285,Toksyczny Arielek,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6286,Tyran On,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6287,Unlucky Lyszu,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6288,Valrin,monza,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
6289,Wa'las,monza,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6290,Wandevil,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6291,Wierzbuss,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6292,Wujek Endrjuu,monza,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6293,Xavequeiro,monza,Club Fighting,knight,126,2026-01-26 19:04:26.054883
6294,Xavitto,monza,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
6295,Xozinho,monza,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
6296,Yandra,monza,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6297,Zaku Palladyn,monza,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6298,Zamenoh,monza,Fist Fighting,elite knight,109,2026-01-26 19:04:26.054883
6299,Ziomist dragons,monza,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
6300,Zitob,monza,Sword Fighting,elite knight,143,2026-01-26 19:04:26.054883
6301,Zmuts,monza,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
